,batting_team,bowling_team,match_id,start_date,striker,Batsman_runs,Balls,Fours,Sixes,Fifties,Hundreds,Duck,dreamll_score,strike_rate,bowler,type
11045,Rajasthan Royals,Royal Challengers Bangalore,1136571,2018-04-15,RA Tripathi,14,5,1.0,1.0,0,0,0,21.0,280.0,Kuldeep Yadav,caught
391,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,DJ Bravo,1,1,0.0,0.0,0,0,0,5.0,100.0,UT Yadav,caught
11043,Rajasthan Royals,Royal Challengers Bangalore,1136571,2018-04-15,DJM Short,11,18,1.0,0.0,0,0,0,16.0,61.11111111111112,Kuldeep Yadav,stumped
4213,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,MA Agarwal,30,19,1.0,2.0,0,0,0,39.0,157.89473684210526,AF Milne,caught
4212,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,KL Rahul,37,22,7.0,0.0,0,0,0,48.0,168.1818181818182,AD Russell,caught
11044,Rajasthan Royals,Royal Challengers Bangalore,1136571,2018-04-15,JC Buttler,23,15,2.0,1.0,0,0,0,31.0,153.33333333333334,Basil Thampi,caught
392,Chennai Super Kings,Kings XI Punjab,1136572,2018-04-15,M Vijay,12,11,0.0,1.0,0,0,0,18.0,109.09090909090908,AB Dinda,caught
4214,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,R Ashwin,14,11,0.0,1.0,0,0,0,20.0,127.27272727272728,CV Varun,bowled
4211,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,KK Nair,29,17,2.0,1.0,0,0,0,37.0,170.58823529411765,C Sakariya,caught
4210,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,CH Gayle,63,34,7.0,4.0,1,0,0,90.0,185.29411764705884,Avesh Khan,bowled
4209,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,AJ Tye,3,4,0.0,0.0,0,0,0,7.0,75.0,CV Varun,bowled
11041,Rajasthan Royals,Royal Challengers Bangalore,1136571,2018-04-15,AM Rahane,36,22,6.0,1.0,0,0,0,48.0,163.63636363636363,SR Watson,bowled
11042,Rajasthan Royals,Royal Challengers Bangalore,1136571,2018-04-15,BA Stokes,27,22,2.0,1.0,0,0,0,35.0,122.72727272727272,JJ Bumrah,bowled
4215,Kings XI Punjab,Chennai Super Kings,1136572,2018-04-15,Yuvraj Singh,20,13,2.0,1.0,0,0,0,28.0,153.84615384615387,Avesh Khan,caught
3089,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,Mohammed Shami,7,6,1.0,0.0,0,0,0,12.0,116.66666666666669,Sohail Tanvir,caught
3090,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,R Tewatia,1,2,0.0,0.0,0,0,0,5.0,50.0,PP Ojha,caught
3091,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,RR Pant,43,30,7.0,1.0,0,0,0,56.0,143.33333333333334,SL Malinga,bowled
3092,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,S Nadeem,6,8,0.0,0.0,0,0,0,10.0,75.0,P Kumar,caught
3094,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,TA Boult,0,2,0.0,0.0,0,0,1,2.0,0.0,PP Ojha,caught
3095,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,V Shankar,2,4,0.0,0.0,0,0,0,6.0,50.0,DP Nannes,caught
3087,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,GJ Maxwell,47,22,3.0,4.0,0,0,0,62.0,213.63636363636363,VY Mahesh,caught
3088,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,JJ Roy,1,4,0.0,0.0,0,0,0,5.0,25.0,R Vinay Kumar,caught
6136,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,AD Russell,41,12,0.0,6.0,0,0,0,57.0,341.66666666666663,R Vinay Kumar,caught
6138,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,KD Karthik,19,11,2.0,1.0,0,0,0,27.0,172.72727272727272,PP Ojha,caught
6139,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,N Rana,59,36,5.0,4.0,1,0,0,84.0,163.88888888888889,SL Malinga,bowled
6140,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,PP Chawla,0,3,0.0,0.0,0,0,1,2.0,0.0,P Kumar,caught
6141,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,RV Uthappa,35,19,2.0,3.0,0,0,0,47.0,184.21052631578948,DL Vettori,caught
6142,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,SP Narine,1,4,0.0,0.0,0,0,0,5.0,25.0,PP Ojha,caught
6143,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,Shubman Gill,6,5,1.0,0.0,0,0,0,11.0,120.0,DP Nannes,caught
6144,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,TK Curran,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,RE van der Merwe,caught and bowled
3085,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,CH Morris,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,SK Warne,caught
6137,Kolkata Knight Riders,Delhi Daredevils,1136573,2018-04-16,CA Lynn,31,29,4.0,1.0,0,0,0,41.0,106.89655172413792,Sohail Tanvir,caught
3086,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,G Gambhir,8,7,1.0,0.0,0,0,0,13.0,114.28571428571428,PP Ojha,caught
3093,Delhi Daredevils,Kolkata Knight Riders,1136573,2018-04-16,SS Iyer,4,3,1.0,0.0,0,0,0,9.0,133.33333333333331,DL Vettori,caught
12591,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,AB de Villiers,1,2,0.0,0.0,0,0,0,5.0,50.0,CV Varun,bowled
8964,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,SA Yadav,0,1,0.0,0.0,0,0,1,2.0,0.0,BA Bhatt,run out
12592,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,CJ Anderson,0,1,0.0,0.0,0,0,1,2.0,0.0,Avesh Khan,bowled
12593,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,CR Woakes,11,11,0.0,1.0,0,0,0,17.0,100.0,C Sakariya,caught
12594,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,Mandeep Singh,16,16,1.0,0.0,0,0,0,21.0,100.0,AD Russell,caught
12595,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,Mohammed Siraj,8,3,0.0,1.0,0,0,0,14.0,266.66666666666663,AF Milne,caught
12596,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,Q de Kock,19,13,2.0,1.0,0,0,0,27.0,146.15384615384613,CV Varun,bowled
8963,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,RG Sharma,94,54,10.0,5.0,1,0,0,126.0,174.07407407407408,AB Dinda,caught
12597,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,SN Khan,5,6,1.0,0.0,0,0,0,10.0,83.33333333333334,Avesh Khan,caught
8961,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,KH Pandya,15,13,1.0,1.0,0,0,0,22.0,115.38461538461536,M Morkel,caught
8960,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,KA Pollard,5,8,0.0,0.0,0,0,0,9.0,62.5,DW Steyn,caught
8959,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,Ishan Kishan,0,1,0.0,0.0,0,0,1,2.0,0.0,PP Ojha,run out
8958,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,HH Pandya,17,5,1.0,2.0,0,0,0,26.0,340.0,S Aravind,caught
12599,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,V Kohli,92,62,7.0,4.0,1,0,0,119.0,148.38709677419354,RD Chahar,caught
12600,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,Washington Sundar,7,8,1.0,0.0,0,0,0,12.0,87.5,M Jansen,caught
12598,Royal Challengers Bangalore,Mumbai Indians,1136574,2018-04-17,UT Yadav,1,2,0.0,0.0,0,0,0,5.0,50.0,Ravi Bishnoi,bowled
8962,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,MJ McClenaghan,0,1,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
8957,Mumbai Indians,Royal Challengers Bangalore,1136574,2018-04-17,E Lewis,65,44,6.0,5.0,1,0,0,93.0,147.72727272727272,Z Khan,caught
10568,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,AM Rahane,36,19,5.0,1.0,0,0,0,47.0,189.4736842105263,M Jansen,caught
10576,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,SV Samson,7,8,1.0,0.0,0,0,0,12.0,87.5,Z Khan,caught
6831,Kolkata Knight Riders,Rajasthan Royals,1136575,2018-04-18,N Rana,35,28,2.0,1.0,0,0,0,43.0,125.0,KA Pollard,caught and bowled
6830,Kolkata Knight Riders,Rajasthan Royals,1136575,2018-04-18,KD Karthik,42,23,2.0,2.0,0,0,0,52.0,182.6086956521739,TA Boult,caught
6829,Kolkata Knight Riders,Rajasthan Royals,1136575,2018-04-18,CA Lynn,0,2,0.0,0.0,0,0,1,2.0,0.0,NM Coulter-Nile,caught
10571,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,DS Kulkarni,3,3,0.0,0.0,0,0,0,7.0,100.0,JR Hazlewood,caught
6832,Kolkata Knight Riders,Rajasthan Royals,1136575,2018-04-18,RV Uthappa,48,37,6.0,2.0,0,0,0,62.0,129.72972972972974,AD Russell,caught
10575,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,S Gopal,0,1,0.0,0.0,0,0,1,2.0,0.0,MA Khote,caught
10574,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,RA Tripathi,15,11,2.0,0.0,0,0,0,21.0,136.36363636363637,JR Hopes,lbw
10569,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,BA Stokes,14,11,0.0,1.0,0,0,0,20.0,127.27272727272728,R Dhawan,caught
10573,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,K Gowtham,12,7,0.0,1.0,0,0,0,18.0,171.42857142857142,YS Chahal,caught
10572,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,JC Buttler,24,21,2.0,0.0,0,0,0,30.0,114.28571428571428,Mohammed Shami,caught
10570,Rajasthan Royals,Kolkata Knight Riders,1136575,2018-04-18,DJM Short,44,43,5.0,1.0,0,0,0,55.0,102.32558139534883,T Natarajan,caught
6833,Kolkata Knight Riders,Rajasthan Royals,1136575,2018-04-18,SP Narine,35,25,5.0,1.0,0,0,0,46.0,140.0,PP Chawla,bowled
5494,Kings XI Punjab,Sunrisers Hyderabad,1136576,2018-04-19,CH Gayle,104,65,1.0,11.0,1,1,0,155.0,160.0,JR Hopes,lbw
5495,Kings XI Punjab,Sunrisers Hyderabad,1136576,2018-04-19,KK Nair,31,22,3.0,1.0,0,0,0,40.0,140.9090909090909,MA Khote,caught
13506,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,MK Pandey,57,47,3.0,1.0,1,0,0,74.0,121.27659574468086,P Kumar,caught
13505,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,KS Williamson,54,41,3.0,2.0,1,0,0,73.0,131.70731707317074,SL Malinga,bowled
13504,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,DJ Hooda,5,5,0.0,0.0,0,0,0,9.0,100.0,PP Ojha,caught
5496,Kings XI Punjab,Sunrisers Hyderabad,1136576,2018-04-19,KL Rahul,18,21,3.0,0.0,0,0,0,25.0,85.71428571428571,Z Khan,caught
13507,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,S Dhawan,0,1,0.0,0.0,0,0,1,2.0,0.0,DL Vettori,caught
13508,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,Shakib Al Hasan,24,15,1.0,2.0,0,0,0,33.0,160.0,PP Ojha,caught
13510,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,YK Pathan,19,13,3.0,0.0,0,0,0,26.0,146.15384615384613,RE van der Merwe,caught and bowled
13509,Sunrisers Hyderabad,Kings XI Punjab,1136576,2018-04-19,WP Saha,6,8,1.0,0.0,0,0,0,11.0,75.0,DP Nannes,caught
5493,Kings XI Punjab,Sunrisers Hyderabad,1136576,2018-04-19,AJ Finch,14,6,1.0,1.0,0,0,0,21.0,233.3333333333333,YS Chahal,caught
5497,Kings XI Punjab,Sunrisers Hyderabad,1136576,2018-04-19,MA Agarwal,18,9,2.0,1.0,0,0,0,26.0,200.0,Mohammad Asif,caught
9922,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,SV Samson,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,Kartik Tyagi,run out
9915,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,H Klaasen,7,7,1.0,0.0,0,0,0,12.0,100.0,I Sharma,caught
9920,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,S Gopal,8,10,0.0,0.0,0,0,0,12.0,80.0,T Natarajan,caught
9912,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,AM Rahane,16,13,1.0,1.0,0,0,0,23.0,123.07692307692308,MJ McClenaghan,caught
9919,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,RA Tripathi,5,7,0.0,0.0,0,0,0,9.0,71.42857142857143,YS Chahal,caught
9918,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,K Gowtham,1,2,0.0,0.0,0,0,0,5.0,50.0,CV Varun,bowled
9917,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,JD Unadkat,16,10,3.0,0.0,0,0,0,23.0,160.0,K Rabada,caught
9916,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,JC Buttler,22,20,1.0,1.0,0,0,0,29.0,110.0,HH Pandya,run out
1060,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,SW Billings,3,7,0.0,0.0,0,0,0,7.0,42.85714285714285,Harbhajan Singh,bowled
1054,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,AT Rayudu,12,8,2.0,0.0,0,0,0,18.0,150.0,JH Kallis,bowled
9921,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,STR Binny,10,8,1.0,0.0,0,0,0,15.0,125.0,A Nortje,caught
9913,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,B Laughlin,0,1,0.0,0.0,0,0,1,2.0,0.0,TA Boult,caught
9914,Rajasthan Royals,Chennai Super Kings,1136577,2018-04-20,BA Stokes,45,38,3.0,1.0,0,0,0,54.0,118.42105263157892,Rashid Khan,bowled
1055,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,DJ Bravo,24,18,4.0,0.0,0,0,0,32.0,133.33333333333331,SR Watson,run out
1059,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,SR Watson,106,58,9.0,6.0,1,1,0,155.0,182.7586206896552,JJ van der Wath,caught
1058,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,SK Raina,46,31,9.0,0.0,0,0,0,59.0,148.38709677419354,SL Malinga,run out
1057,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,RA Jadeja,2,1,0.0,0.0,0,0,0,6.0,200.0,PP Ojha,caught
1056,Chennai Super Kings,Rajasthan Royals,1136577,2018-04-20,MS Dhoni,5,3,1.0,0.0,0,0,0,10.0,166.66666666666669,V Sehwag,caught
11963,Royal Challengers Bangalore,Delhi Daredevils,1136579,2018-04-21,Q de Kock,18,16,1.0,1.0,0,0,0,25.0,112.5,Ravi Bishnoi,bowled
6334,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,N Rana,3,5,0.0,0.0,0,0,0,7.0,60.0,A Nehra,caught
4741,Kings XI Punjab,Kolkata Knight Riders,1136578,2018-04-21,KL Rahul,60,28,9.0,2.0,1,0,0,85.0,214.28571428571428,PP Ojha,caught
11964,Royal Challengers Bangalore,Delhi Daredevils,1136579,2018-04-21,V Kohli,30,26,2.0,1.0,0,0,0,38.0,115.38461538461536,RD Chahar,caught
6336,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,RV Uthappa,34,24,5.0,1.0,0,0,0,45.0,141.66666666666669,Imran Tahir,caught
6337,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,SP Narine,1,4,0.0,0.0,0,0,0,5.0,25.0,SR Watson,caught
3634,Delhi Daredevils,Royal Challengers Bangalore,1136579,2018-04-21,SS Iyer,52,31,4.0,3.0,1,0,0,74.0,167.74193548387098,R Bhatia,bowled
3630,Delhi Daredevils,Royal Challengers Bangalore,1136579,2018-04-21,GJ Maxwell,4,6,0.0,0.0,0,0,0,8.0,66.66666666666666,BA Bhatt,run out
3629,Delhi Daredevils,Royal Challengers Bangalore,1136579,2018-04-21,G Gambhir,3,10,0.0,0.0,0,0,0,7.0,30.0,AB Dinda,caught
6338,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,Shubman Gill,14,10,2.0,0.0,0,0,0,20.0,140.0,A Nehra,run out
6335,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,PP Chawla,2,3,0.0,0.0,0,0,0,6.0,66.66666666666666,JJ Bumrah,caught
11962,Royal Challengers Bangalore,Delhi Daredevils,1136579,2018-04-21,Mandeep Singh,17,10,1.0,1.0,0,0,0,24.0,170.0,Avesh Khan,caught
4740,Kings XI Punjab,Kolkata Knight Riders,1136578,2018-04-21,CH Gayle,62,39,5.0,6.0,1,0,0,91.0,158.97435897435898,Sohail Tanvir,caught
11960,Royal Challengers Bangalore,Delhi Daredevils,1136579,2018-04-21,CJ Anderson,15,13,0.0,1.0,0,0,0,21.0,115.38461538461536,AF Milne,caught
11961,Royal Challengers Bangalore,Delhi Daredevils,1136579,2018-04-21,M Vohra,2,6,0.0,0.0,0,0,0,6.0,33.33333333333333,CV Varun,bowled
6331,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,AD Russell,10,8,2.0,0.0,0,0,0,16.0,125.0,SL Malinga,bowled
6332,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,CA Lynn,74,41,6.0,4.0,1,0,0,100.0,180.4878048780488,MM Sharma,caught
6333,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,KD Karthik,43,30,6.0,0.0,0,0,0,53.0,143.33333333333334,HV Patel,caught
6339,Kolkata Knight Riders,Kings XI Punjab,1136578,2018-04-21,TK Curran,1,3,0.0,0.0,0,0,0,5.0,33.33333333333333,Swapnil Singh,caught and bowled
3632,Delhi Daredevils,Royal Challengers Bangalore,1136579,2018-04-21,R Tewatia,13,9,3.0,0.0,0,0,0,20.0,144.44444444444443,RP Singh,caught
3631,Delhi Daredevils,Royal Challengers Bangalore,1136579,2018-04-21,JJ Roy,5,17,0.0,0.0,0,0,0,9.0,29.411764705882355,DT Christian,bowled
4742,Kings XI Punjab,Kolkata Knight Riders,1136578,2018-04-21,MA Agarwal,2,2,0.0,0.0,0,0,0,6.0,100.0,SL Malinga,bowled
11959,Royal Challengers Bangalore,Delhi Daredevils,1136579,2018-04-21,AB de Villiers,90,40,10.0,5.0,1,0,0,122.0,225.0,AD Russell,caught
3633,Delhi Daredevils,Royal Challengers Bangalore,1136579,2018-04-21,RR Pant,85,50,6.0,7.0,1,0,0,117.0,170.0,SK Trivedi,caught
8690,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,E Lewis,0,1,0.0,0.0,0,0,1,2.0,0.0,SR Watson,caught
8691,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,HH Pandya,4,2,1.0,0.0,0,0,0,9.0,200.0,KA Pollard,caught and bowled
8692,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,Ishan Kishan,58,42,4.0,3.0,1,0,0,80.0,138.0952380952381,PP Ojha,bowled
10802,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,SV Samson,52,40,4.0,0.0,1,0,0,68.0,130.0,TA Boult,caught
10801,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,RA Tripathi,9,9,1.0,0.0,0,0,0,14.0,100.0,MJ McClenaghan,caught
10798,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,JC Archer,8,9,1.0,0.0,0,0,0,13.0,88.88888888888889,M Markande,lbw
10799,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,JC Buttler,6,8,0.0,0.0,0,0,0,10.0,75.0,PP Chawla,caught
8693,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,KA Pollard,21,20,1.0,1.0,0,0,0,28.0,105.0,DP Nannes,caught
10796,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,BA Stokes,40,29,3.0,1.0,0,0,0,49.0,137.93103448275863,BA Stokes,bowled
8694,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,KH Pandya,7,6,1.0,0.0,0,0,0,12.0,116.66666666666669,Harmeet Singh,caught
8695,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,M Markande,0,1,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
10800,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,K Gowtham,33,11,4.0,2.0,0,0,0,45.0,300.0,S Gopal,caught
10795,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,AM Rahane,14,17,1.0,0.0,0,0,0,19.0,82.35294117647058,HH Pandya,caught
10797,Rajasthan Royals,Mumbai Indians,1136581,2018-04-22,H Klaasen,0,1,0.0,0.0,0,0,1,2.0,0.0,SP Narine,lbw
8698,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,SA Yadav,72,50,6.0,3.0,1,0,0,96.0,144.0,Z Khan,caught
1363,Chennai Super Kings,Sunrisers Hyderabad,1136580,2018-04-22,AT Rayudu,79,39,9.0,4.0,1,0,0,108.0,202.5641025641025,DS Kulkarni,caught
1364,Chennai Super Kings,Sunrisers Hyderabad,1136580,2018-04-22,F du Plessis,11,13,1.0,0.0,0,0,0,16.0,84.61538461538461,DW Steyn,caught
1365,Chennai Super Kings,Sunrisers Hyderabad,1136580,2018-04-22,MS Dhoni,25,12,3.0,1.0,0,0,0,34.0,208.3333333333333,Sohail Tanvir,caught
1366,Chennai Super Kings,Sunrisers Hyderabad,1136580,2018-04-22,SK Raina,54,44,5.0,2.0,1,0,0,75.0,122.72727272727272,YK Pathan,caught
8696,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,MJ McClenaghan,0,1,0.0,0.0,0,0,1,2.0,0.0,JH Kallis,caught
1367,Chennai Super Kings,Sunrisers Hyderabad,1136580,2018-04-22,SR Watson,9,16,0.0,1.0,0,0,0,15.0,56.25,DW Steyn,bowled
13162,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,DJ Hooda,1,7,0.0,0.0,0,0,0,5.0,14.285714285714285,MM Patel,caught
13163,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,KS Williamson,84,52,6.0,5.0,1,0,0,112.0,161.53846153846155,R Rampaul,caught
8697,Mumbai Indians,Rajasthan Royals,1136581,2018-04-22,RG Sharma,0,1,0.0,0.0,0,0,1,2.0,0.0,RJ Harris,bowled
13164,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,MK Pandey,0,2,0.0,0.0,0,0,1,2.0,0.0,AB Dinda,caught
13165,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,RK Bhui,0,5,0.0,0.0,0,0,1,2.0,0.0,UT Yadav,caught
13169,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,YK Pathan,45,28,1.0,4.0,0,0,0,58.0,160.71428571428572,PP Ojha,caught
13166,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,Rashid Khan,17,4,1.0,2.0,0,0,0,26.0,425.0,JH Kallis,run out
13168,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,WP Saha,5,5,0.0,0.0,0,0,0,9.0,100.0,R Sathish,run out
13167,Sunrisers Hyderabad,Chennai Super Kings,1136580,2018-04-22,Shakib Al Hasan,24,19,2.0,1.0,0,0,0,32.0,126.3157894736842,JP Faulkner,caught
2919,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,SS Iyer,57,46,5.0,1.0,1,0,0,76.0,123.91304347826086,PJ Cummins,run out
4525,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,Yuvraj Singh,14,17,1.0,0.0,0,0,0,19.0,82.35294117647058,VR Aaron,caught
4524,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,R Ashwin,6,9,0.0,0.0,0,0,0,10.0,66.66666666666666,P Awana,caught
4518,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,AJ Tye,3,9,0.0,0.0,0,0,0,7.0,33.33333333333333,AB Dinda,caught
2918,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,RR Pant,4,7,0.0,0.0,0,0,0,8.0,57.14285714285714,S Kaul,caught
2917,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,R Tewatia,24,24,1.0,1.0,0,0,0,31.0,100.0,Kuldeep Yadav,caught
2916,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,PP Shaw,22,10,4.0,0.0,0,0,0,30.0,220.00000000000003,Basil Thampi,caught
2915,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,LE Plunkett,0,1,0.0,0.0,0,0,1,2.0,0.0,Kuldeep Yadav,stumped
2914,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,GJ Maxwell,12,10,1.0,1.0,0,0,0,19.0,120.0,JJ Bumrah,bowled
2912,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,DT Christian,6,11,0.0,0.0,0,0,0,10.0,54.54545454545454,RA Jadeja,lbw
2911,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,A Mishra,1,2,0.0,0.0,0,0,0,5.0,50.0,A Mishra,caught
4519,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,BB Sran,0,1,0.0,0.0,0,0,1,2.0,0.0,BA Bhatt,run out
4521,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,KK Nair,34,33,4.0,0.0,0,0,0,42.0,103.03030303030305,RP Singh,caught
4522,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,KL Rahul,23,15,3.0,1.0,0,0,0,32.0,153.33333333333334,SK Trivedi,caught
4517,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,AJ Finch,2,4,0.0,0.0,0,0,0,6.0,50.0,Z Khan,caught
4523,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,MA Agarwal,21,16,3.0,0.0,0,0,0,28.0,131.25,R Bhatia,bowled
2913,Delhi Daredevils,Kings XI Punjab,1136582,2018-04-23,G Gambhir,4,16,0.0,0.0,0,0,0,8.0,25.0,SR Watson,bowled
4520,Kings XI Punjab,Delhi Daredevils,1136582,2018-04-23,DA Miller,26,20,1.0,1.0,0,0,0,33.0,130.0,DT Christian,bowled
13821,Sunrisers Hyderabad,Mumbai Indians,1136583,2018-04-24,Sandeep Sharma,0,1,0.0,0.0,0,0,1,2.0,0.0,Z Khan,caught
13823,Sunrisers Hyderabad,Mumbai Indians,1136583,2018-04-24,WP Saha,0,2,0.0,0.0,0,0,1,2.0,0.0,HV Patel,caught
13822,Sunrisers Hyderabad,Mumbai Indians,1136583,2018-04-24,Shakib Al Hasan,2,4,0.0,0.0,0,0,0,6.0,50.0,Harbhajan Singh,lbw
